#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime

#DATACENTER=AUSPASS,http://auspass.edu.au/
YS|TL08||BH2|-8.4947|126.9908|398.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-03-17T00:00:00|2018-03-14T23:59:59
YS|TL08||BHZ|-8.4947|126.9908|398.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-03-17T00:00:00|2018-03-14T23:59:59
YS|TL1B||BH1|-9.2422|124.3567|77.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2015-03-24T00:00:00|2018-12-31T23:59:59
YS|TL1B||BH2|-9.2422|124.3567|77.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2015-03-24T00:00:00|2018-12-31T23:59:59
YS|TL1B||BHZ|-9.2422|124.3567|77.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2015-03-24T00:00:00|2018-12-31T23:59:59
YS|TL6B||BH1|-8.5549|125.9103|219.0|0.0|2.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2018-06-08T00:00:00|2018-12-31T23:59:59
YS|TL6B||BH2|-8.5549|125.9103|219.0|0.0|92.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2018-06-08T00:00:00|2018-12-31T23:59:59
YS|TL6B||BHZ|-8.5549|125.9103|219.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2018-06-08T00:00:00|2018-12-31T23:59:59
YS|TL8B||BH1|-8.392|127.2574|423.0|0.0|5.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2018-06-06T00:00:00|2018-12-31T23:59:59
YS|TL8B||BH2|-8.392|127.2574|423.0|0.0|95.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2018-06-06T00:00:00|2018-12-31T23:59:59
YS|TL8B||BHZ|-8.392|127.2574|423.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2018-06-06T00:00:00|2018-12-31T23:59:59

#DATACENTER=IRISDMC,http://ds.iris.edu
YS|ALRB||BH1|-8.2194|124.4115|69.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-11T00:00:00|2016-12-31T23:59:59
YS|ALRB||BH2|-8.2194|124.4115|69.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-11T00:00:00|2016-12-31T23:59:59
YS|ALRB||BHZ|-8.2194|124.4115|69.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-11T00:00:00|2016-12-31T23:59:59
YS|BAOP||BH1|-8.4882|123.2696|67.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-31T00:00:00|2016-12-31T23:59:59
YS|BAOP||BH2|-8.4882|123.2696|67.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-31T00:00:00|2016-12-31T23:59:59
YS|BAOP||BHZ|-8.4882|123.2696|67.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-31T00:00:00|2016-12-31T23:59:59
YS|BKOR||ACE|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||BH1|-8.4868|122.5509|83.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||BH2|-8.4868|122.5509|83.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||BHZ|-8.4868|122.5509|83.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||LCE|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||LCQ|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||LH1|-8.4868|122.5509|83.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||LH2|-8.4868|122.5509|83.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||LHZ|-8.4868|122.5509|83.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||LOG|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||OCF|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VCO|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VEA|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VEC|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VEP|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VKI|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VM1|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VM2|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VM3|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BKOR||VPB|-8.4868|122.5509|83.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-10-28T00:00:00|2016-12-31T23:59:59
YS|BULE||ACE|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||BH1|-9.41579|119.30487|67.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||BH2|-9.41579|119.30487|67.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||BHZ|-9.41579|119.30487|67.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||LCE|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|m/s|1.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||LCQ|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|V|1.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||LH1|-9.41579|119.30487|67.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||LH2|-9.41579|119.30487|67.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||LHZ|-9.41579|119.30487|67.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||LOG|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||OCF|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VCO|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VEA|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VEC|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VEP|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VKI|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|counts|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VM1|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VM2|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VM3|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|BULE||VPB|-9.41579|119.30487|67.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-23T00:00:00|2016-12-31T23:59:59
YS|ENDE||ACE|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||BH1|-8.8318|121.6523|159.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||BH2|-8.8318|121.6523|159.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||BHZ|-8.8318|121.6523|159.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||LCE|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||LCQ|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||LH1|-8.8318|121.6523|159.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||LH2|-8.8318|121.6523|159.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||LHZ|-8.8318|121.6523|159.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||LOG|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||OCF|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VCO|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VEA|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VEC|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VEP|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VKI|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VM1|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VM2|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VM3|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|ENDE||VPB|-8.8318|121.6523|159.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-11-03T00:00:00|2016-12-31T23:59:59
YS|GREG||ACE|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||BH1|-10.8919|122.8225|5.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||BH2|-10.8919|122.8225|5.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||BHZ|-10.8919|122.8225|5.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||LCE|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||LCQ|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||LH1|-10.8919|122.8225|5.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||LH2|-10.8919|122.8225|5.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||LHZ|-10.8919|122.8225|5.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||LOG|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||OCF|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VCO|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VEA|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VEC|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VEP|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VKI|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VM1|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VM2|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VM3|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|GREG||VPB|-10.8919|122.8225|5.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-10-03T00:00:00|2016-12-31T23:59:59
YS|HADA||ACE|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||BH1|-8.3722|123.5454|29.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||BH2|-8.3722|123.5454|29.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||BHZ|-8.3722|123.5454|29.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||LCE|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||LCQ|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||LH1|-8.3722|123.5454|29.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||LH2|-8.3722|123.5454|29.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||LHZ|-8.3722|123.5454|29.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||LOG|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||OCF|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VCO|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VEA|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VEC|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VEP|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VKI|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VM1|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VM2|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VM3|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|HADA||VPB|-8.3722|123.5454|29.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-11-01T00:00:00|2016-12-31T23:59:59
YS|KPAR||ACE|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||BH1|-9.802|119.9462|600.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||BH2|-9.802|119.9462|600.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||BHZ|-9.802|119.9462|600.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||LCE|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||LCQ|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||LH1|-9.802|119.9462|600.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||LH2|-9.802|119.9462|600.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||LHZ|-9.802|119.9462|600.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-21T00:00:00|2016-12-31T23:59:59
