#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime

#DATACENTER=AUSPASS,http://auspass.edu.au/
YS|KPAR||LOG|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||OCF|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VCO|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VEA|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VEC|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VEP|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VKI|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VM1|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VM2|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VM3|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|KPAR||VPB|-9.802|119.9462|600.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-10-21T00:00:00|2016-12-31T23:59:59
YS|LEGO||ACE|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||BH1|-9.7124|123.9533|889.0|0.0|180.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||BH2|-9.7124|123.9533|889.0|0.0|270.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||BHZ|-9.7124|123.9533|889.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||LCE|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||LCQ|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||LH1|-9.7124|123.9533|889.0|0.0|180.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||LH2|-9.7124|123.9533|889.0|0.0|270.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||LHZ|-9.7124|123.9533|889.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||LOG|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||OCF|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VCO|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VEA|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VEC|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VEP|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VKI|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VM1|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VM2|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VM3|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LEGO||VPB|-9.7124|123.9533|889.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-11-19T00:00:00|2016-12-31T23:59:59
YS|LMBR||ACE|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||BH1|-8.7922|120.6631|205.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||BH2|-8.7922|120.6631|205.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||BHZ|-8.7922|120.6631|205.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||LCE|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||LCQ|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||LH1|-8.7922|120.6631|205.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||LH2|-8.7922|120.6631|205.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||LHZ|-8.7922|120.6631|205.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||LOG|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||OCF|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VCO|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VEA|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VEC|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VEP|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VKI|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VM1|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VM2|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VM3|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|LMBR||VPB|-8.7922|120.6631|205.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-11-06T00:00:00|2016-12-31T23:59:59
YS|MALK||BH1|-9.5794|124.8743|50.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-08T00:00:00|2016-12-31T23:59:59
YS|MALK||BH2|-9.5794|124.8743|50.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-08T00:00:00|2016-12-31T23:59:59
YS|MALK||BHZ|-9.5794|124.8743|50.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-08T00:00:00|2016-12-31T23:59:59
YS|MELO||ACE|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||BH1|-9.8698|120.6445|26.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||BH2|-9.8698|120.6445|26.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||BHZ|-9.8698|120.6445|26.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||LCE|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||LCQ|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||LH1|-9.8698|120.6445|26.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||LH2|-9.8698|120.6445|26.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||LHZ|-9.8698|120.6445|26.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||LOG|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||OCF|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VCO|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VEA|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VEC|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VEP|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VKI|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VM1|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VM2|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VM3|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MELO||VPB|-9.8698|120.6445|26.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-10-19T00:00:00|2016-12-31T23:59:59
YS|MTNG||BH1|-8.2969|125.1025|108.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-12T00:00:00|2016-12-31T23:59:59
YS|MTNG||BH2|-8.2969|125.1025|108.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-12T00:00:00|2016-12-31T23:59:59
YS|MTNG||BHZ|-8.2969|125.1025|108.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-12T00:00:00|2016-12-31T23:59:59
YS|NAPU||ACE|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||BH1|-9.3939|119.93|217.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||BH2|-9.3939|119.93|217.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||BHZ|-9.3939|119.93|217.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||LCE|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||LCQ|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||LH1|-9.3939|119.93|217.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||LH2|-9.3939|119.93|217.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||LHZ|-9.3939|119.93|217.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||LOG|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||OCF|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VCO|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VEA|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VEC|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VEP|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VKI|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VM1|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VM2|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VM3|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NAPU||VPB|-9.3939|119.93|217.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-10-20T00:00:00|2016-12-31T23:59:59
YS|NOMU||BH1|-9.5565|124.5051|361.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-09T00:00:00|2016-12-31T23:59:59
YS|NOMU||BH2|-9.5565|124.5051|361.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-09T00:00:00|2016-12-31T23:59:59
YS|NOMU||BHZ|-9.5565|124.5051|361.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-10-09T00:00:00|2016-12-31T23:59:59
YS|ONIX||BH1|-10.1033|124.4498|159.0|0.0|0.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-20T00:00:00|2016-12-31T23:59:59
YS|ONIX||BH2|-10.1033|124.4498|159.0|0.0|90.0|0.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-20T00:00:00|2016-12-31T23:59:59
YS|ONIX||BHZ|-10.1033|124.4498|159.0|0.0|0.0|-90.0|Nanometrics Trillium 120 Sec Response/Taurus Stand|1.19642E9|0.3|m/s|50.0|2014-11-20T00:00:00|2016-12-31T23:59:59
YS|PAGL||ACE|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||BH1|-8.5091|120.4916|938.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||BH2|-8.5091|120.4916|938.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||BHZ|-8.5091|120.4916|938.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||LCE|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000000.0|0.0|s|1.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||LCQ|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|percent|1.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||LH1|-8.5091|120.4916|938.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||LH2|-8.5091|120.4916|938.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||LHZ|-8.5091|120.4916|938.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.25202E8|0.03|m/s|1.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||LOG|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||OCF|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VCO|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VEA|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VEC|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1000.0|0.0|A|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VEP|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|6.66667|0.0|V|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VKI|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|1.0|0.0|celsius|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VM1|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VM2|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VM3|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|V|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PAGL||VPB|-8.5091|120.4916|938.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit|10.0|0.0|percent|0.1|2014-11-07T00:00:00|2016-12-31T23:59:59
YS|PPLA||ACE|-10.6113|123.3805|28.0|0.0|0.0|0.0|PASSCAL 3-chan Quanterra 330 Linear Phase Composit||||0.0|2014-10-04T00:00:00|2016-12-31T23:59:59
YS|PPLA||BH1|-10.6113|123.3805|28.0|0.0|0.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-04T00:00:00|2016-12-31T23:59:59
YS|PPLA||BH2|-10.6113|123.3805|28.0|0.0|90.0|0.0|Streckeisen STS-2 G3/PASSCAL 3-chan Quanterra 330|6.27366E8|0.3|m/s|50.0|2014-10-04T00:00:00|2016-12-31T23:59:59
