 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.4342 0.4913 0.4073 0.5034 0.4948 0.5312 0.5844 0.4983 0.5017 0.4989 1.0000
 1.0000 0.5171 0.4056 0.5049 0.4582 0.5146 0.5185 0.4211 0.5520 0.4909 0.5017 1.0000
 1.0000 0.3896 0.5213 0.5286 0.5271 0.4742 0.3732 0.5429 0.4007 0.5230 0.4791 1.0000
 1.0000 0.7253 0.3066 0.6357 0.6339 0.5272 0.5386 0.4127 0.6726 0.4562 0.5348 1.0000
 1.0000 0.6342 0.7009 0.4954 0.4840 0.6469 0.5039 0.5249 0.3740 0.5730 0.4931 1.0000
 1.0000 0.9208 0.4825 0.6498 0.5904 0.6631 0.8305 0.6235 0.5773 0.4439 0.5331 1.0000
 1.0000 0.5350 0.5689 0.4294 0.3313 0.6960 0.7821 0.7056 0.5450 0.5021 0.5000 1.0000
 1.0000 0.9120 0.4625 0.7309 0.7830 0.6307 0.6666 0.3736 0.4618 0.4979 0.5017 1.0000
 1.0000 0.4922 0.4669 0.6998 0.7718 0.8066 0.5817 0.3480 0.2612 0.5021 0.4983 1.0000
 1.0000 0.3512 0.5264 0.6452 0.6792 0.8974 0.7844 0.3330 0.4613 0.3416 0.5017 1.0000
 1.0000 0.6189 0.4634 0.7298 0.6981 0.6036 0.7268 0.6101 0.2993 0.4913 0.4073 1.0000
 1.0000 0.5628 0.9155 0.8470 0.6224 0.7739 0.6119 0.3652 0.5741 0.3459 0.5011 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.5101 0.4701 0.5432 0.5234 0.5462 0.4803 0.4714 0.5023 0.5007 0.4995 1.0000
 1.0000 0.4835 0.5228 0.4548 0.5790 0.5177 0.5300 0.5355 0.4645 0.5051 0.4860 1.0000
 1.0000 0.5193 0.5276 0.6066 0.3852 0.6262 0.6472 0.5482 0.4551 0.4587 0.4993 1.0000
 1.0000 0.6628 0.4864 0.4935 0.4065 0.4613 0.6788 0.4969 0.5020 0.4828 0.4963 1.0000
 1.0000 0.6183 0.4720 0.5241 0.4222 0.7054 0.7074 0.6517 0.5182 0.5229 0.5346 1.0000
 1.0000 0.6062 0.5701 0.6218 0.7673 0.8332 0.9339 0.5655 0.7001 0.5507 0.4758 1.0000
 1.0000 0.7069 0.7239 0.9251 0.7989 0.9489 0.7649 0.6941 0.4691 0.5284 0.5052 1.0000
 1.0000 0.5655 0.7542 0.7389 0.8552 0.8338 0.9838 0.6735 0.7471 0.4992 0.5007 1.0000
 1.0000 0.3497 0.5446 0.5757 0.5932 0.9061 0.9144 0.9443 0.7065 0.5959 0.4993 1.0000
 1.0000 0.5746 0.6249 0.5595 0.8564 0.8772 0.9938 0.9056 0.6225 0.6038 0.5095 1.0000
 1.0000 0.5864 0.5858 0.8181 0.9012 0.8427 0.9423 0.6859 0.6547 0.4009 0.5631 1.0000
 1.0000 0.2614 0.3529 0.6269 0.7860 0.8247 0.7245 0.8287 0.4861 0.7184 0.4790 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.5072 0.5565 0.4955 0.4175 0.3296 0.5811 0.5079 0.5298 0.4869 0.4721 1.0000
 1.0000 0.5366 0.4928 0.5418 0.3392 0.3795 0.5077 0.5537 0.5006 0.4724 0.5136 1.0000
 1.0000 0.3832 0.5393 0.4425 0.4417 0.4047 0.6710 0.6596 0.5307 0.5319 0.4850 1.0000
 1.0000 0.4277 0.4284 0.5601 0.4694 0.6059 0.7230 0.6912 0.5382 0.5449 0.4772 1.0000
 1.0000 0.5942 0.7248 0.7871 0.8769 0.8429 0.9186 0.7262 0.4599 0.5514 0.5270 1.0000
 1.0000 0.7063 0.9026 0.9320 0.9733 0.9944 0.9417 0.5210 0.4357 0.3989 0.4494 1.0000
 1.0000 0.8597 0.8626 0.9445 0.9747 0.9956 0.8753 0.7204 0.3371 0.5818 0.4585 1.0000
 1.0000 0.8546 0.9727 0.9501 0.9810 0.9947 0.9743 0.7411 0.5707 0.5005 0.4996 1.0000
 1.0000 0.8534 0.8646 0.9391 0.9614 0.9912 0.9959 0.8481 0.5990 0.4324 0.5004 1.0000
 1.0000 0.6832 0.7907 0.8380 0.9337 0.9568 0.9893 0.9318 0.6518 0.5207 0.5235 1.0000
 1.0000 0.7120 0.6221 0.8487 0.7191 0.8574 0.7294 0.7725 0.5682 0.5374 0.4794 1.0000
 1.0000 0.5934 0.7622 0.6978 0.8020 0.4399 0.4782 0.3098 0.3499 0.3435 0.4700 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.5166 0.4220 0.5397 0.5807 0.6860 0.5066 0.5377 0.5094 0.5075 0.5147 1.0000
