 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.4964 0.4981 0.4638 0.4287 0.6904 0.4630 0.5901 0.5000 0.5000 0.5000 1.0000
 1.0000 0.5786 0.4144 0.4159 0.5266 0.3721 0.5616 0.3979 0.5302 0.5008 0.5000 1.0000
 1.0000 0.4684 0.4755 0.5690 0.4112 0.5900 0.4321 0.4968 0.4943 0.5024 0.5010 1.0000
 1.0000 0.5592 0.3104 0.6012 0.6246 0.5416 0.5195 0.3896 0.5080 0.4608 0.3083 1.0000
 1.0000 0.3127 0.3191 0.3388 0.6013 0.5388 0.5493 0.5515 0.4511 0.3791 0.4144 1.0000
 1.0000 0.4598 0.3291 0.3990 0.4477 0.5334 0.6126 0.6091 0.6571 0.5650 0.4144 1.0000
 1.0000 0.5262 0.3947 0.3752 0.2537 0.1499 0.3219 0.5007 0.4530 0.5000 0.5808 1.0000
 1.0000 0.5952 0.5347 0.2264 0.3368 0.2262 0.2558 0.2121 0.5131 0.5000 0.5000 1.0000
 1.0000 0.6896 0.5302 0.4479 0.4279 0.4386 0.3431 0.2986 0.2575 0.5000 0.5000 1.0000
 1.0000 0.6774 0.5760 0.3837 0.3763 0.5231 0.5064 0.3057 0.5803 0.4618 0.5000 1.0000
 1.0000 0.4360 0.4282 0.2404 0.2223 0.1734 0.4045 0.6250 0.3913 0.6258 0.5000 1.0000
 1.0000 0.4672 0.3585 0.3121 0.1628 0.3619 0.5335 0.3892 0.6153 0.3167 0.5000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.7298 0.5200 0.5641 0.2491 0.5360 0.4941 0.6611 0.5000 0.5000 0.5000 1.0000
 1.0000 0.5859 0.6364 0.5224 0.6113 0.4184 0.6709 0.5420 0.5446 0.4966 0.5000 1.0000
 1.0000 0.5375 0.5141 0.5912 0.5223 0.4264 0.6178 0.7111 0.5590 0.5700 0.4931 1.0000
 1.0000 0.7630 0.3660 0.6396 0.3467 0.4492 0.6360 0.6130 0.6877 0.4885 0.5747 1.0000
 1.0000 0.5457 0.4097 0.3798 0.5351 0.5226 0.6801 0.6869 0.4955 0.6105 0.5576 1.0000
 1.0000 0.5568 0.4819 0.5639 0.7544 0.7842 0.9089 0.4986 0.6927 0.6485 0.6693 1.0000
 1.0000 0.5624 0.6730 0.8924 0.7542 0.9325 0.7005 0.6285 0.3798 0.5510 0.5915 1.0000
 1.0000 0.4399 0.5153 0.5868 0.7515 0.7814 0.9662 0.6600 0.7457 0.5000 0.5000 1.0000
 1.0000 0.1857 0.4305 0.3195 0.4749 0.8830 0.8837 0.9146 0.6366 0.5570 0.5000 1.0000
 1.0000 0.7225 0.4204 0.4759 0.7914 0.8538 0.9903 0.8750 0.5287 0.5961 0.4983 1.0000
 1.0000 0.4978 0.5466 0.5105 0.8649 0.7982 0.7162 0.6044 0.5281 0.3878 0.5757 1.0000
 1.0000 0.2836 0.1433 0.3219 0.4669 0.4638 0.3790 0.3916 0.2893 0.6312 0.4977 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.5194 0.6639 0.5910 0.5904 0.5667 0.4608 0.3916 0.5627 0.5000 0.5000 1.0000
 1.0000 0.6027 0.4697 0.4431 0.5812 0.4994 0.4352 0.3990 0.4961 0.5093 0.4271 1.0000
 1.0000 0.3788 0.5299 0.4566 0.4146 0.6328 0.5122 0.5394 0.4634 0.4323 0.4880 1.0000
 1.0000 0.4225 0.4642 0.4800 0.5847 0.6045 0.7217 0.5512 0.4782 0.3709 0.4400 1.0000
 1.0000 0.5895 0.6618 0.8337 0.8333 0.8691 0.9003 0.6726 0.3337 0.3924 0.4770 1.0000
 1.0000 0.7041 0.8918 0.9197 0.9723 0.9946 0.9206 0.5505 0.4312 0.3355 0.5763 1.0000
 1.0000 0.8638 0.8575 0.9313 0.9752 0.9965 0.8946 0.7516 0.3513 0.5363 0.5132 1.0000
 1.0000 0.8957 0.9345 0.9364 0.9831 0.9955 0.9975 0.8175 0.6403 0.5000 0.5000 1.0000
 1.0000 0.8143 0.8522 0.9088 0.9532 0.9925 0.9943 0.8905 0.5876 0.4377 0.5000 1.0000
 1.0000 0.6696 0.7368 0.8398 0.9471 0.9621 0.9904 0.9241 0.6844 0.5013 0.5165 1.0000
 1.0000 0.4640 0.3488 0.7108 0.7381 0.8642 0.7683 0.8936 0.5535 0.6105 0.4597 1.0000
 1.0000 0.1939 0.2198 0.2482 0.5702 0.4612 0.6181 0.4116 0.5348 0.3464 0.5412 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.3833 0.3399 0.6621 0.6049 0.8075 0.4140 0.6406 0.5017 0.5017 0.5022 1.0000
