  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860
  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860
  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860
  2.860  2.860  2.860  2.860  2.860  2.860  2.720  2.748  2.860  2.860  2.860  2.860
  2.860  2.860  2.860  2.860  2.860  2.860  2.699  2.731  2.860  2.860  2.860  2.860
  2.860  3.080  3.213  2.851  2.862  2.841  2.634  2.656  2.860  2.860  2.860  2.860
  2.860  2.968  2.955  2.891  2.861  2.769  2.554  2.604  2.860  2.860  2.860  2.860
  2.860  2.929  2.925  2.960  2.782  2.663  2.534  2.860  2.860  2.860  2.860  2.860
  2.860  2.860  2.916  2.946  2.804  2.729  2.619  2.860  2.860  2.860  2.860  2.860
  2.860  2.856  2.892  2.905  2.841  2.763  2.533  2.646  2.860  2.860  2.860  2.860
  2.860  2.856  2.870  2.888  2.905  2.848  2.867  2.942  2.948  2.860  2.860  2.860
  2.860  2.860  2.839  2.833  2.944  2.922  2.966  2.994  2.860  2.860  2.860  2.860
  2.860  2.860  2.860  2.846  2.860  2.860  2.836  2.879  2.860  2.860  2.860  2.860
